video_name,time,OCR
Why Do We Need Law or Laws in Society_,130.0,"Why Do We Need Law?,COURT M,Protect from market failures,Maintain peace and safety,861,19,1862"
Why Do We Need Law or Laws in Society_,135.0,"Why Do We Need Law?,COURT M,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,140.0,"Why Do We Need Law?,COURTMP,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,145.0,"Why Do We Need Law?,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,150.0,"Why Do We Need Law?,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,155.0,"Why Do We Need Law?,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,160.0,"Why Do We Need Law?,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,165.0,"Why Do We Need Law?,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,170.0,"Why Do We Need Law?,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,175.0,"Why Do We Need Law?,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,180.0,"Why Do We Need Law?,Protect from market failures,Maintain safety and peace,861,Deliver social policies; fairness,L19,1862"
Why Do We Need Law or Laws in Society_,185.0,Business and Law
Why Do We Need Law or Laws in Society_,190.0,Business and Law
Why Do We Need Law or Laws in Society_,195.0,"Business and Law,Stability and predictability"
Why Do We Need Law or Laws in Society_,200.0,"Business and Law,Stability and predictability"
Why Do We Need Law or Laws in Society_,205.0,"Business and Law,Stability and predictability"
Why Do We Need Law or Laws in Society_,210.0,"Business and Law,Stability and predictability"
Why Do We Need Law or Laws in Society_,215.0,"Business and Law,Stability and predictability,Social environment"
Why Do We Need Law or Laws in Society_,220.0,"Business and Law,Stability and predictability,Social environment"
Why Do We Need Law or Laws in Society_,225.0,"Business and Law,Stability and predictability,Social environment"
Why Do We Need Law or Laws in Society_,230.0,"Business and Law,Stability and predictability,Social environment"
Why Do We Need Law or Laws in Society_,235.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education"
Why Do We Need Law or Laws in Society_,240.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education"
Why Do We Need Law or Laws in Society_,245.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education"
Why Do We Need Law or Laws in Society_,250.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,255.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,260.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,265.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,270.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,275.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,280.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,285.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,290.0,"Business and Law,Stability and predictability,Social environment,Infrastructure and education,Efficient business laws"
Why Do We Need Law or Laws in Society_,295.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,300.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,305.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,310.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,315.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,320.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,325.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,330.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,335.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,340.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,345.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,350.0,"Business and Law,Society,Norms,Business,Business,Law"
Why Do We Need Law or Laws in Society_,353.3666666666667,
