video_name,time,OCR
How To Write A Case Brief or Case Outline for Law School (With An Example),50.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),55.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),60.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),65.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),70.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),75.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),80.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),85.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),90.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),95.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),100.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),105.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),110.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),115.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Brown v. Board of Education,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,FOR THEFEDERAL CIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),120.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicusCuriae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KS,N.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),125.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),130.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),135.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),140.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),145.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),150.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
