video_name,time,OCR
Introduction to Anglo-American Law (US and UK),205.0,"No.11-1352,Jn The,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERAL CIRCUIT,BRIEF AMICUS CURIAE OF,Procedural history,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,Facts,CONSTITUTIONALJURISPRUDENCE,Issue,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301 Fairfax Drive,Reasoning & Holding,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,Counsel forAmicus Curiae,Dated:June11,2012,Dissenting/concurring opinions,(additionalcounsellistedinsidecover),THELEXGROUPDC1S25KSeN.W,D.C.20006"
Introduction to Anglo-American Law (US and UK),210.0,"No.11-1352,Jnt The,How to Read (and Brief) Cases,Supreme Court of the nited tates,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHE FEDERAL CIRCUIT,Procedural history,BRIEFAMICUSCURIAEOF,THE NATIONAL FEDERATION OFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THECENTERFOR,Facts,CONSTITUTIONALJURISPRUDENCE,Steven J. Eagle,Issue,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301 FairfaxDrive,Reasoning & Holding,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,Counsel forAmicus Curiae,Dated:June11,2012,Dissenting/concurring opinions,(additionalcounsellistedinsidecover),THELEXGROUPD1S25KS,N.W.,D.C.20006"
Introduction to Anglo-American Law (US and UK),215.0,"Types of Jurisdiction,Example:,Tenant rents an apartment in New York,from Landlord, who resides in,Connecticut. Tenant has a slip and fall,in his apartment due to a puddle of,water in the lobby and breaks his leg.,- Where can Tenant sue?"
Introduction to Anglo-American Law (US and UK),220.0,"Types of Jurisdiction,Example:,Tenant rents an apartment in New York,from Landlord, who resides in,Connecticut. Tenant has a slip and fall,in his apartment due to a puddle of,water in the lobby and breaks his leg.,- Where can Tenant sue?"
Introduction to Anglo-American Law (US and UK),225.0,"Types of Jurisdiction,Example:,Tenant rents an apartment in New York,from Landlord, who resides in,Connecticut. Tenant has a slip and fall,in his apartment due to a puddle of,water in the lobby and breaks his leg.,- Where can Tenant sue?"
Introduction to Anglo-American Law (US and UK),230.0,"Types of Jurisdiction,Example:,Tenant rents an apartment in New York,from Landlord, who resides in,Connecticut. Tenant has a slip and fall,in his apartment due to a puddle of,water in the lobby and breaks his leg.,- Where can Tenant sue?"
Introduction to Anglo-American Law (US and UK),235.0,"Types of Jurisdiction,Example:,Tenant rents an apartment in New York,from Landlord, who resides in,Connecticut. Tenant has a slip and fall,in his apartment due to a puddle of,water in the lobby and breaks his leg.,- Where can Tenant sue?"
Introduction to Anglo-American Law (US and UK),240.0,"Types of Jurisdiction,Example:,Tenant rents an apartment in New York,from Landlord, who resides in,Connecticut. Tenant has a slip and fall,in his apartment due to a puddle of,water in the lobby and breaks his leg.,- Where can Tenant sue?"
Introduction to Anglo-American Law (US and UK),245.0,"COMP,THISCERTIFICATEISAWARDEDTO,CEF,Lawrence J. Ortega,CUMA,FORSUCCESSFULLYCOMPLETINGTHECOURSE,Introduction to Anglo-American Law,Issuedon:4/6/2020,IBLI,BusinessLawlnstitute,Business LawInstitute"
Introduction to Anglo-American Law (US and UK),250.0,"THISCERTIFICATEISAWARDEDTO,Lawrence J. Ortega,FORSUCCESSFULLYCOMPLETINGTHECOURSE,Introduction to Anglo-American Law,Issuedon:4/6/2020,IBLI,BusineysLawlnstitute,Business Law Institute"
Introduction to Anglo-American Law (US and UK),255.0,"THISCERTIFICATEISAWARDEDTO,Lawrence J. Ortega,FORSUCCESSFULLYCOMPLETINGTHECOURSE,Introduction to Anglo-American Law,Issued on:4/6/2020,IBLI,BusinessLawlnstitute,Business Law Institute"
Introduction to Anglo-American Law (US and UK),260.0,"IBLI,Business Law Institute"
Introduction to Anglo-American Law (US and UK),263.3666666666667,
